ID,Black,White,Result
13635,Grandjean W.,Owen HL.,2
13636,Jackson F.,Bingham S.,0
13637,Castello L.,Owen HL.,2
13638,Owen HL.,Castello L.,2
13639,Lowder E.,Monteiro V.,0
13640,Ingram E.,Cornell R.,2
13641,Hanson K.,Meyer J.,0
13642,Monteiro V.,Lowder E.,0
13643,Cornell R.,Ingram E.,1
13644,Meyer J.,Hanson K.,2
13645,Bush J.,Brown C.,0
13646,Brown C.,Bush J.,2
13647,Markusic E.,Hanson K.,0
13648,Hanson K.,Markusic E.,0
13649,Fuller E.,Hanson K.,1
13650,Hanson K.,Fuller E.,0
13651,Atkinson E.,Owen HA.,0
13652,Owen HA.,Atkinson E.,0
13653,Fuller E.,Hanson K.,1
13654,Ingram E.,Bingham S.,0
13655,Bingham S.,Ingram E.,0
13656,Caldwell J.,Monteiro V.,2
13657,Roudebush R.,Castello L.,0
13658,Castello L.,Roudebush R.,2
13659,Monteiro V.,Caldwell J.,1
13660,Hanson K.,Fuller E.,0
13661,Lowder E.,Hanson K.,0
13662,Mould E.,Tonn E.,0
13663,Hanson K.,Lowder E.,0
13664,Castello L.,Grandjean W.,1
13665,Cornell R.,Taylor L.,0
13666,Crawford C.,Moore G.,0
13667,Grandjean W.,Castello L.,0
13668,Tonn E.,Mould E.,1
13669,Caldwell J.,Monteiro V.,1
13670,Monteiro V.,Caldwell J.,1
13671,Moore G.,Crawford C.,0
13672,Taylor L.,Cornell R.,0
13673,Fondren P.,Atkinson E.,0
13674,Atkinson E.,Fondren P.,0
13675,Tonn E.,Adams V.,2
13676,Cornell R.,Hellman W.,1
13677,Hellman W.,Cornell R.,0
13678,Tonn E.,Adams V.,2
13679,Adams V.,Tonn E.,1
13680,Albrecht K.D.,Monteiro V.,0
13681,Crawford C.,Bingham S.,0
13682,Adams V.,Castello L.,0
13683,Crawford C.,Cornell R.,1
13684,Cornell R.,Crawford C.,0
13685,Monteiro V.,Albrecht K.D.,0
13686,Bingham S.,Crawford C.,0
13687,Castello L.,Adams V.,1
13688,Atkinson E.,Lowder E.,2
13689,Lowder E.,Atkinson E.,0
13690,Fuller E.,Atkinson E.,0
13691,Atkinson E.,Fuller E.,0
13692,Fuller E.,Mourning J.,0
13693,Bingham S.,Ingram E.,2
13694,Ingram E.,Bingham S.,0
13695,Owen HL.,Bush J.,0
13696,Bush J.,Owen HL.,2
13697,Mourning J.,Fuller E.,2
13698,Meyer J.,Monteiro V.,2
13699,Schmidt R.,Guthrie J.,2
13700,Langdon E.,Hellman W.,2
13701,Roudebush R.,Guthrie J.,0
13702,Guthrie J.,Roudebush R.,2
13703,Bailey G.,Bobiney S.,1
13704,Bush J.,Brown C.,0
13705,Monteiro V.,Meyer J.,0
13706,Brown C.,Bush J.,2
13707,Bobiney S.,Bailey G.,2
13708,Cornell R.,Grover K.M.,2
13709,Grover K.M.,Cornell R.,0
13710,Markusic E.,Hanson K.,0
13711,Hanson K.,Markusic E.,1
13712,Mourning J.,Albrecht K.D.,0
13713,Albrecht K.D.,Mourning J.,0
13714,Caldwell J.,Moore G.,2
13715,Bush J.,Tonn E.,1
13716,Tonn E.,Bush J.,0
13717,Lober H.,Sandercock W.,1
13718,Moore G.,Caldwell J.,0
13719,Bergan O.,Castello L.,2
13720,Castello L.,Bergan O.,1
13721,Sandercock W.,Lober H.,0
13722,Owen HA.,Bailey G.,0
13723,Bailey G.,Owen HA.,0
13724,Cornell R.,Hellman W.,0
13725,Bobiney S.,Ingram E.,0
13726,Hellman W.,Cornell R.,0
13727,Fondren P.,Moore G.,0
13728,Moore G.,Fondren P.,0
13729,Monteiro V.,Caldwell J.,0
13730,Caldwell J.,Monteiro V.,0
13731,Fondren P.,Owen HA.,0
13732,Owen HA.,Fondren P.,0
13733,Langdon E.,Hanson K.,0
13734,Roudebush R.,Grandjean W.,1
13735,Fondren P.,Moore G.,1
13736,Frye R.,Owen HL.,1
13737,Tonn E.,Payne V.,2
13738,Payne V.,Tonn E.,1
13739,Moore G.,Fondren P.,0
13740,Caldwell J.,Crawford C.,0
13741,Owen HL.,Frye R.,0
13742,Crawford C.,Caldwell J.,2
13743,Hanson K.,Langdon E.,2
13744,Ingram E.,Caldwell J.,0
13745,Caldwell J.,Ingram E.,0
13746,Meyer J.,Jackson F.,1
13747,Brown C.,Mould E.,2
13748,Jackson F.,Meyer J.,1
13749,Albrecht K.D.,Eubank W.,0
13750,Eubank W.,Albrecht K.D.,0
13751,Grover K.M.,Fuller E.,0
13752,Fuller E.,Grover K.M.,0
13753,Neal H.,Wold K.,0
13754,Eubank W.,McDougall A.,2
13755,Adams V.,Tonn E.,1
13756,McDougall A.,Eubank W.,0
13757,Wold K.,Neal H.,0
13758,Grandjean W.,Guthrie J.,2
13759,Guthrie J.,Grandjean W.,0
13760,Caldwell J.,Taylor L.,0
13761,Fuller E.,Raich G.,1
13762,Raich G.,Fuller E.,0
13763,Munzinger R.,Tonn E.,1
13764,Tonn E.,Munzinger R.,2
13765,Bingham S.,Meyer J.,0
13766,Taylor L.,Caldwell J.,1
13767,Meyer J.,Bingham S.,0
13768,Fondren P.,Atkinson E.,0
13769,Atkinson E.,Fondren P.,0
13770,Lober H.,Payne V.,2
13771,Payne V.,Lober H.,2
13772,Taylor L.,Hellman W.,2
13773,Hanson K.,Fuller E.,2
13774,McDougall A.,Owen HA.,0
13775,Owen HA.,McDougall A.,0
13776,Hellman W.,Taylor L.,1
13777,Taylor L.,Hellman W.,0
13778,Roudebush R.,Sandercock W.,0
13779,Roudebush R.,Sandercock W.,1
13780,Fuller E.,Atkinson E.,2
13781,Atkinson E.,Fuller E.,0
13782,Monteiro V.,Mourning J.,0
13783,Mourning J.,Monteiro V.,0
13784,Lober H.,Payne V.,0
13785,Payne V.,Lober H.,2
13786,Albrecht K.D.,Crawford C.,1
13787,Crawford C.,Albrecht K.D.,0
13788,Taylor L.,Owen HA.,0
13789,Roudebush R.,Payne V.,0
13790,Bush J.,Owen HL.,2
13791,Grover K.M.,Fuller E.,2
13792,Fuller E.,Grover K.M.,0
13793,Langdon E.,Meyer J.,1
13794,Tonn E.,Munzinger R.,2
13795,Meyer J.,Langdon E.,2
13796,Markusic E.,Lowder E.,2
13797,Lowder E.,Markusic E.,1
13798,Monteiro V.,Meyer J.,0
13799,Markusic E.,Eubank W.,0
13800,Munzinger R.,Wold K.,0
13801,Eubank W.,Markusic E.,2
13802,Wold K.,Munzinger R.,1
13803,Fuller E.,Lowder E.,1
13804,Wold K.,Castello L.,1
13805,Castello L.,Wold K.,0
13806,Taylor L.,McDougall A.,0
13807,Raich G.,Bobiney S.,0
13808,Bobiney S.,Raich G.,1
13809,Sandercock W.,Roudebush R.,2
13810,Castello L.,Sandercock W.,1
13811,Sandercock W.,Castello L.,2
13812,McDougall A.,Taylor L.,0
13813,Langdon E.,Crawford C.,0
13814,Lober H.,Frye R.,1
13815,Adams V.,Henderson G.,1
13816,Frye R.,Lober H.,2
13817,Crawford C.,Langdon E.,0
13818,Taylor L.,Grover K.M.,2
13819,Frye R.,Adams V.,0
13820,Adams V.,Frye R.,0
13821,Grover K.M.,Taylor L.,0
13822,Bailey G.,Caldwell J.,2
13823,Mourning J.,Monteiro V.,0
13824,Monteiro V.,Mourning J.,2
13825,Scheidt E.F,Hellman W.,2
13826,Bush J.,Owen HL.,0
13827,Hellman W.,Scheidt E.F,0
13828,Hanson K.,Meyer J.,1
13829,Grover K.M.,Scheidt E.F,0
13830,Fuller E.,Atkinson E.,1
13831,Moore G.,Markusic E.,0
13832,Markusic E.,Moore G.,0
13833,Mourning J.,Langdon E.,0
13834,Langdon E.,Mourning J.,0
13835,Hellman W.,Atkinson E.,0
13836,Crawford C.,Jackson F.,0
13837,Lowder E.,Ingram E.,0
13838,Atkinson E.,Hellman W.,2
13839,Owen HL.,Guthrie J.,2
13840,Ingram E.,Lowder E.,0
13841,Caldwell J.,Mourning J.,2
13842,Mourning J.,Caldwell J.,0
13843,Grover K.M.,Fuller E.,1
13844,Monteiro V.,Fondren P.,2
13845,Grandjean W.,Bush J.,2
13846,Fondren P.,Albrecht K.D.,2
13847,Albrecht K.D.,Fondren P.,0
13848,Fondren P.,Monteiro V.,2
13849,McDougall A.,Albrecht K.D.,0
13850,Scheidt E.F,Bailey G.,1
13851,Atkinson E.,Owen HA.,2
13852,Bailey G.,Scheidt E.F,0
13853,Bingham S.,Scheidt E.F,2
13854,Scheidt E.F,Bingham S.,1
13855,Albrecht K.D.,McDougall A.,0
13856,Fuller E.,Lowder E.,0
13857,Lowder E.,Fuller E.,2
13858,Adams V.,Doane C.,1
13859,Hellman W.,Grover K.M.,1
13860,Henderson G.,Wold K.,0
13861,Munzinger R.,Adams V.,1
13862,Meyer J.,Fondren P.,1
13863,Mourning J.,Fuller E.,0
13864,Adams V.,Munzinger R.,0
13865,Fondren P.,Meyer J.,2
13866,Moore G.,Langdon E.,2
13867,Wold K.,Castello L.,0
13868,Jackson F.,Atkinson E.,0
13869,Grover K.M.,Lowder E.,0
13870,Crawford C.,Bingham S.,1
13871,Hellman W.,Atkinson E.,1
13872,Lowder E.,Grover K.M.,0
13873,Lowder E.,Grover K.M.,0
13874,Grover K.M.,Lowder E.,0
13875,Ingram E.,Markusic E.,0
13876,Taylor L.,Albrecht K.D.,0
13877,Cornell R.,Hanson K.,2
13878,Hanson K.,Cornell R.,0
13879,Langdon E.,Hellman W.,2
13880,Caldwell J.,Bailey G.,1
13881,Bailey G.,Caldwell J.,0
13882,Ingram E.,Markusic E.,2
13883,Markusic E.,Ingram E.,1
13884,Monteiro V.,Raich G.,0
13885,Raich G.,Fuller E.,2
13886,Hellman W.,Albrecht K.D.,0
13887,Meyer J.,Fondren P.,1
13888,Langdon E.,Meyer J.,0
13889,Taylor L.,Albrecht K.D.,1
13890,Bergan O.,Castello L.,2
13891,Albrecht K.D.,Taylor L.,0
13892,Taylor L.,Albrecht K.D.,0
13893,Moore G.,Markusic E.,0
13894,Moore G.,Caldwell J.,1
13895,Atkinson E.,Scheidt E.F,0
13896,Scheidt E.F,Atkinson E.,0
13897,Grandjean W.,Roudebush R.,0
13898,Markusic E.,Moore G.,0
13899,Taylor L.,Cornell R.,0
13900,Jackson F.,Crawford C.,0
13901,Grover K.M.,Hellman W.,0
13902,Hellman W.,Grover K.M.,1
13903,Grover K.M.,Lowder E.,0
13904,Lowder E.,Grover K.M.,0
13905,Cornell R.,Taylor L.,2
13906,Meyer J.,Bingham S.,2
13907,Taylor L.,Caldwell J.,2
13908,Grandjean W.,Henderson G.,0
13909,Henderson G.,Grandjean W.,0
13910,Wold K.,Henderson G.,0
13911,Henderson G.,Wold K.,0
13912,Caldwell J.,Taylor L.,0
13913,Langdon E.,Bingham S.,2
13914,Bailey G.,Cornell R.,1
13915,Cornell R.,Bailey G.,2
13916,Henderson G.,Roudebush R.,1
13917,Guthrie J.,Grandjean W.,0
13918,Owen HA.,Hanson K.,2
13919,Caldwell J.,Taylor L.,0
13920,Taylor L.,Caldwell J.,1
13921,Owen HL.,Grandjean W.,0
13922,Grandjean W.,Owen HL.,0
13923,Grover K.M.,Lowder E.,0
13924,Lowder E.,Grover K.M.,0
13925,Meyer J.,Markusic E.,2
13926,Owen HA.,Bailey G.,0
13927,Crawford C.,Langdon E.,0
13928,Langdon E.,Crawford C.,2
13929,Grover K.M.,Taylor L.,0
13930,Taylor L.,Grover K.M.,2
13931,McDougall A.,Eubank W.,2
13932,Frye R.,Schmidt R.,0
13933,Monteiro V.,Mourning J.,0
13934,Mourning J.,Monteiro V.,0
13935,Guthrie J.,Roudebush R.,2
13936,Owen HL.,Mould E.,1
13937,Mould E.,Owen HL.,2
13938,Bobiney S.,Owen HA.,2
13939,Cornell R.,Grover K.M.,0
13940,Markusic E.,Taylor L.,0
13941,Taylor L.,Markusic E.,0
13942,Ingram E.,Cornell R.,0
13943,Atkinson E.,Fondren P.,0
13944,Raich G.,Monteiro V.,0
13945,Grover K.M.,Cornell R.,0
13946,Ingram E.,Cornell R.,1
13947,Cornell R.,Ingram E.,1
13948,Sandercock W.,Lober H.,0
13949,Lober H.,Sandercock W.,0
13950,Scheidt E.F,Langdon E.,0
13951,Henderson G.,Wold K.,0
13952,Wold K.,Henderson K.,1
13953,Lowder E.,Markusic E.,1
13954,Bailey G.,Fondren P.,2
13955,Fondren P.,Bailey G.,2
13956,Lowder E.,Monteiro V.,0
13957,Mourning J.,Grover K.M.,0
13958,Grover K.M.,Mourning J.,0
13959,Monteiro V.,Lowder E.,2
13960,Scheidt E.F,Hellman W.,0
13961,Hellman W.,Scheidt E.F,0
13962,Jackson F.,Bailey G.,0
13963,Langdon E.,Mourning J.,0
13964,Mourning J.,Grover K.M.,2
13965,Grover K.M.,Mourning J.,0
13966,Mourning J.,Langdon E.,2
13967,Hellman W.,Albrecht K.D.,0
13968,Fondren P.,Monteiro V.,1
13969,Monteiro V.,Fondren P.,2
13970,Munzinger R.,Grandjean W.,2
13971,McDougall A.,Caldwell J.,0
13972,Atkinson E.,Lowder E.,2
13973,Albrecht K.D.,Hellman W.,2
13974,Markusic E.,Taylor L.,1
13975,Taylor L.,Markusic E.,0
13976,Moore G.,Crawford C.,0
13977,Bingham S.,Atkinson E.,2
13978,Atkinson E.,Jackson F.,0
13979,Jackson F.,Atkinson E.,2
13980,Meyer J.,Markusic E.,2
13981,Markusic E.,Meyer J.,1
13982,Owen HA.,Hanson K.,0
13983,Moore G.,Markusic E.,0
13984,Eubank W.,Bingham S.,0
13985,Hellman W.,Scheidt E.F,0
13986,Scheidt E.F,Hellman W.,0
13987,Bingham S.,Meyer J.,2
13988,Hellman W.,Lowder E.,0
13989,Hanson K.,Fuller E.,0
13990,Markusic E.,Taylor L.,0
13991,Ingram E.,Mourning J.,0
13992,Albrecht K.D.,Monteiro V.,0
13993,Mourning J.,Ingram E.,0
13994,Monteiro V.,Albrecht K.D.,1
13995,Taylor L.,Markusic E.,0
13996,Fuller E.,Hanson K.,0
13997,Hanson K.,Langdon E.,1
13998,Langdon E.,Hanson K.,2
13999,Lowder E.,Hellman W.,1
14000,Moore G.,Scheidt E.F,2
14001,Hellman W.,Lowder E.,2
14002,Bailey G.,Cornell R.,2
14003,Scheidt E.F,Moore G.,0
14004,Grover K.M.,Fuller E.,0
14005,Fuller E.,Grover K.M.,0
14006,Taylor L.,Grover K.M.,0
14007,Grover K.M.,Taylor L.,0
14008,Crawford C.,Albrecht K.D.,2
14009,Ingram E.,Caldwell J.,0
14010,Bingham S.,Crawford C.,0
14011,Taylor L.,Albrecht K.D.,0
14012,Fondren P.,Albrecht K.D.,2
14013,Atkinson E.,Scheidt E.F,1
14014,Scheidt E.F,Atkinson E.,0
14015,Albrecht K.D.,Taylor L.,0
14016,Scheidt E.F,Moore G.,0
14017,Moore G.,Scheidt E.F,0
14018,Wold K.,Guthrie J.,2
14019,Fondren P.,Owen HA.,2
14020,Owen HA.,Fondren P.,0
14021,Roudebush R.,Henderson G.,0
14022,Bush J.,Sandercock W.,0
14023,Jackson F.,Bingham S.,2
14024,Bingham S.,Jackson F.,1
14025,Larkin H.,Tonn E.,2
14026,Tonn E.,Larkin H.,0
14027,Albrecht K.D.,Mourning J.,0
14028,Mourning J.,Albrecht K.D.,1
14029,Taylor L.,McDougall A.,0
14030,Guthrie J.,Neal H.,0
14031,McDougall A.,Taylor L.,2
14032,Neal H.,Guthrie J.,2
14033,McDougall A.,Albrecht K.D.,2
14034,Adams V.,Frye R.,2
14035,Lober H.,Henderson G.,0
14036,Henderson G.,Lober H.,2
14037,Frye R.,Adams V.,0
14038,Bush J.,Larkin H.,2
14039,Larkin H.,Bush J.,2
14040,Albrecht K.D.,McDougall A.,0
14041,Adams V.,Munzinger R.,0
14042,Munzinger R.,Adams V.,1
14043,Bingham S.,Scheidt E.F,0
14044,Scheidt E.F,Bingham S.,1
14045,Bush J.,Sandercock W.,1
14046,Sandercock W.,Bush J.,2
14047,Bobiney S.,Owen HA.,2
14048,Crawford C.,Caldwell J.,2
14049,Roudebush R.,Payne V.,1
14050,Jackson F.,Bailey G.,0
14051,Payne V.,Roudebush R.,2
14052,Bailey G.,Jackson F.,0
14053,Langdon E.,Scheidt E.F,0
14054,Taylor L.,Grover K.M.,0
14055,Bailey G.,Cornell R.,2
14056,Sandercock W.,Payne V.,0
14057,Frye R.,Lober H.,0
14058,Payne V.,Sandercock W.,0
14059,Cornell R.,Bailey G.,1
14060,Grover K.M.,Taylor L.,2
14061,Bush J.,Doane C.,0
14062,Doane C.,Bush J.,2
14063,Scheidt E.F,Langdon E.,1
14064,Mourning J.,Bobiney S.,1
14065,Munzinger R.,Brown C.,0
14066,Brown C.,Munzinger R.,2
14067,Bobiney S.,Mourning J.,2
14068,Scheidt E.F,Markusic E.,0
14069,Payne V.,Frye R.,0
14070,Frye R.,Payne V.,0
14071,Roudebush R.,Owen HL.,0
14072,Atkinson E.,Owen HA.,0
14073,Owen HA.,Atkinson E.,0
14074,Markusic E.,Scheidt E.F,0
14075,Owen HL.,Roudebush R.,0
14076,Albrecht K.D.,Eubank W.,0
14077,Hanson K.,Lowder E.,0
14078,Lowder E.,Hanson K.,2
14079,Caldwell J.,Mourning J.,2
14080,Lober H.,Wold K.,0
14081,Wold K.,Lober H.,2
14082,Ingram E.,Lowder E.,0
14083,Mourning J.,Caldwell J.,0
14084,Fondren P.,Ingram E.,0
14085,Lowder E.,Ingram E.,1
14086,Ingram E.,Fondren P.,1
14087,Lowder E.,Tschappat P.,2
14088,Tschappat P.,Lowder E.,2
14089,Tschappat P.,Lowder E.,2
14090,Lowder E.,Tschappat P.,0
14091,Hanson K.,Ricciuti V.,0
14092,Ricciuti V.,Hanson K.,0
14093,Ricciuti V.,Hanson K.,0
14094,Hanson K.,Ricciuti V.,0
14095,Parks F.,Fondren P.,0
14096,Fondren P.,Parks F.,1
14097,Fondren P.,Parks F.,0
14098,Parks F.,Fondren P.,1
14099,Bingham S.,Rudolph H.,0
14100,Rudolph H.,Bingham S.,0
14101,Rudolph H.,Bingham S.,0
14102,Bingham S.,Rudolph H.,2
14103,Rolader E.,Crawford C.,0
14104,Crawford C.,Rolader E.,2
14105,Crawford C.,Rolader E.,0
14106,Rolader E.,Crawford C.,0
14107,Roudebush R.,Nealey R.,2
14108,Nealey R.,Roudebush R.,0
14109,Nealey R.,Roudebush R.,0
14110,Roudebush R.,Nealey R.,1
14111,Monteiro V.,Cornell R.,0
14112,Cornell R.,Monteiro V.,1
14113,Cornell R.,Monteiro V.,0
14114,Monteiro V.,Cornell R.,0
14115,Howe J.,Scheidt E.F,2
14116,Scheidt E.F,Howe J.,1
14117,Scheidt E.F,Howe J.,0
14118,Hanson K.,Lowder E.,2
14119,Lowder E.,Hanson K.,1
14120,Lowder E.,Hanson K.,0
14121,Fondren P.,Crawford C.,2
14122,Crawford C.,Fondren P.,1
14123,Crawford C.,Fondren P.,2
14124,Fondren P.,Crawford C.,2
14125,Johnson R.,Monteiro V.,1
14126,Monteiro V.,Johnson R.,0
14127,Monteiro V.,Johnson R.,1
14128,Johnson R.,Monteiro V.,1
14129,Cornell R.,Munzinger R.,0
14130,Munzinger R.,Cornell R.,0
14131,Munzinger R.,Cornell R.,0
14132,Cornell R.,Munzinger R.,1
14133,Parks F.,Ingram E.,0
14134,Ingram E.,Parks F.,2
14135,Ingram E.,Parks F.,1
14136,Parks F.,Ingram E.,2
14137,Lafferty D.M.,Tinsley M.F.,2
14138,Lowder E.,Freyer H.,2
14139,Freyer H.,Lowder E.,2
14140,Freyer H.,Lowder E.,0
14141,Lowder E.,Freyer H.,0
14142,Crawford C.,Ingram E.,1
14143,Ingram E.,Crawford C.,1
14144,Ingram E.,Crawford C.,2
14145,Crawford C.,Ingram E.,2
14146,Hanson K.,Howe J.,1
14147,Howe J.,Hanson K.,2
14148,Howe J.,Hanson K.,0
14149,Scheidt E.F,Martin B.,0
14150,Martin B.,Scheidt E.F,0
14151,Martin B.,Scheidt E.F,0
14152,Scheidt E.F,Martin B.,0
14153,Albrecht K.D.,Monteiro V.,0
14154,Monteiro V.,Albrecht K.D.,0
14155,Monteiro V.,Albrecht K.D.,2
14156,Albrecht K.D.,Monteiro V.,0
14157,Parks F.,Sample H.,0
14158,Sample H.,Parks F.,2
14159,Sample H.,Parks F.,0
14160,Parks F.,Sample H.,0
14161,Owen HL.,Roudebush R.,2
14162,Roudebush R.,Owen HL.,2
14163,Roudebush R.,Owen HL.,2
14164,Owen HL.,Roudebush R.,1
14165,Freyer H.,Martin B.,2
14166,Martin B.,Freyer H.,0
14167,Martin B.,Freyer H.,0
14168,Freyer H.,Martin B.,2
14169,Lowder E.,Hanson K.,0
14170,Hanson K.,Lowder E.,2
14171,Hanson K.,Lowder E.,0
14172,Lowder E.,Hanson K.,2
14173,Crawford C.,Perry G.,2
14174,Perry G.,Crawford C.,0
14175,Perry G.,Crawford C.,0
14176,Crawford C.,Perry G.,1
14177,Sample H.,Rolader E.,0
14178,Rolader E.,Sample H.,0
14179,Rolader E.,Sample H.,0
14180,Sample H.,Rolader E.,0
14181,Ingram E.,Albrecht K.D.,2
14182,Albrecht K.D.,Ingram E.,1
14183,Albrecht K.D.,Ingram E.,2
14184,Ingram E.,Albrecht K.D.,1
14185,Scheidt E.F,Monteiro V.,1
14186,Monteiro V.,Scheidt E.F,0
14187,Monteiro V.,Scheidt E.F,2
14188,Munzinger R.,Owen HL.,2
14189,Owen HL.,Munzinger R.,0
14190,Scheidt E.F,Albrecht K.D.,0
14191,Albrecht K.D.,Scheidt E.F,0
14192,Rudolph H.,Roudebush R.,0
14193,Roudebush R.,Rudolph H.,0
14194,Roudebush R.,Rudolph H.,2
14195,Rudolph H.,Roudebush R.,0
14196,Davis P.,Hanson,0
14197,Hanson,Davis P.,0
14198,Davis P.,Hanson,0
14199,Hanson,Davis P.,0
14200,Lowder E.,Lafferty D.,2
14201,Lafferty D.,Lowder E.,0
14202,Lafferty D.,Lowder E.,0
14203,Lowder E.,Lafferty D.,2
14204,Albrecht K.D.,Caldwell J.,2
14205,Caldwell J.,Albrecht K.D.,0
14206,Caldwell J.,Albrecht K.D.,2
14207,Albrecht K.D.,Caldwell J.,2
14208,Monteiro V.,Cravens H.,2
14209,Cravens H.,Monteiro V.,1
14210,Cravens H.,Monteiro V.,0
14211,Atkinson E.,Brattin D.,1
14212,Brattin D.,Atkinson E.,0
14213,Brattin D.,Atkinson E.,2
14214,Clemans C.,Bickerton J.,0
14215,Bickerton J.,Clemans C.,0
14216,Clemans C.,Bickerton J.,0
14217,Cowie L.,Martin R.,0
14218,Martin R.,Cowie L.,0
14219,Martin R.,Cowie L.,0
14220,Atkinson E.,Roudebush R.,0
14221,Roudebush R.,Atkinson E.,2
14222,Roudebush R.,Atkinson E.,2
14223,Davis P.,Monteiro V.,0
14224,Monteiro V.,Davis P.,2
14225,Davis P.,Monteiro V.,1
14226,Cowie L.,Caldwell J.,0
14227,Caldwell J.,Cowie L.,2
14228,Cowie L.,Caldwell J.,1
14229,Martin R.,Lowder E.,0
14230,Lowder E.,Martin R.,0
14231,Lowder E.,Martin R.,0
14232,Martin R.,Lowder E.,0
14233,Hanson,Bickerton J.,0
14234,Bickerton J.,Hanson,0
14235,Hanson,Bickerton J.,0
14236,Bickerton J.,Hanson,1
14237,Cravens H.,Lafferty D.,0
14238,Lafferty D.,Cravens H.,0
14239,Cravens H.,Lafferty D.,0
14240,Lafferty D.,Cravens H.,0
14241,Munzinger,Owen,0
14242,Owen,Munzinger,0
14243,Munzinger,Owen,0
14244,Owen,Munzinger,0
14245,Albrecht K.D.,Clemans C.,2
14246,Clemans C.,Albrecht K.D.,2
14247,Albrecht K.D.,Clemans C.,1
14248,Clemans C.,Albrecht K.D.,0
14249,Brattin D.,Moffett,0
14250,Moffett,Brattin D.,2
14251,Moffett,Brattin D.,0
14252,Brattin D.,Moffett,2
14253,Lafferty D.M.,Tinsley M.F.,2
14254,Loew M.,Tinsley M.F.,2
14255,Tinsley M.F.,Lafferty D.M.,0
14256,Tinsley M.F.,Lafferty D.M.,0
14257,Tinsley M.F.,Loew M.,1
14258,Loew M.,Tinsley M.F.,2
14259,Lafferty D.M.,Tinsley M.F.,0
14260,Tinsley M.F.,Lafferty D.M.,1
14261,Tinsley M.F.,Lafferty D.M.,0
14262,Tinsley M.F.,Lafferty D.M.,0
14263,Tinsley M.F.,Fuller E.,0
14264,Fuller E.,Tinsley M.F.,0
14265,Fuller E.,Tinsley M.F.,0
14266,Tinsley M.F.,Fuller E.,0
14267,Taylor L.,Tinsley M.F.,2
14268,Tinsley M.F.,Scheidt E.F,0
14269,Tinsley M.F.,Rolader E.,0
14270,Rolader E.,Tinsley M.F.,2
14271,Taylor L.,Tinsley M.F.,2
14272,Scheidt E.F,Tinsley M.F.,2
14273,Tinsley M.F.,Scheidt E.F,1
14274,Bailey J.P.,Tinsley M.F.,0
14275,Tinsley M.F.,Bailey J.P.,1
14276,Tinsley M.F.,Bailey J.P.,0
14277,Lafferty D.M.,Tinsley M.F.,2
14278,McGrath D.,Vestal D.,2
14279,Vestal D.,McGrath D.,0
14280,McGrath D.,Vestal D.,0
14281,Vestal D.,McGrath D.,0
14282,McGrath D.,Vestal D.,0
14283,Vestal D.,McGrath D.,0
14284,Dowsey V.,Vestal D.,0
14285,Vestal D.,Dowsey V.,1
14286,Dowsey V.,Vestal D.,0
14287,Vestal D.,Dowsey V.,0
14288,Dowsey V.,Vestal D.,0
14289,Vestal D.,Dowsey V.,0
14290,Dowsey V.,McGrath D.,0
14291,McGrath D.,Dowsey V.,0
14292,Dowsey V.,McGrath D.,0
14293,McGrath D.,Dowsey V.,0
14294,Dowsey V.,McGrath D.,2
14295,McGrath D.,Dowsey V.,0
14296,Cravens H.,Crawford C.,1
14297,Long M.,Munzinger R.,0
14298,Munzinger R.,Long M.,0
14299,Long M.,McDougall A.,0
14300,Wood C.,Lafferty D.,2
14301,McDougall A.,Long M.,0
14302,Carlin W.,Albrecht K.D.,0
14303,Albrecht K.D.,Carlin W.,0
14304,Scheidt E.F,King E.,2
14305,King E.,Scheidt E.F,0
14306,Caldwell J.,Carlin W.,0
14307,Scheidt E.F,Rolader E.,0
14308,Rolader E.,Scheidt E.F,1
14309,Tinsley M.F.,Albrecht K.D.,0
14310,Albrecht K.D.,Tinsley M.F.,2
14311,Fuller E.,Cravens H.,2
14312,Cravens H.,Fuller E.,0
14313,Crawford C.,Lowder E.,2
14314,Lowder E.,Crawford C.,0
14315,Crawford C.,Burton H.,2
14316,Fuller E.,Tinsley M.F.,0
14317,Tinsley M.F.,Fuller E,0
14318,Lafferty D.,Tinsley M.F.,0
14319,King E.,Howe J.,1
14320,Raich G.,Albrecht K.D.,2
14321,Raich G.,Bingham S.,0
14322,Bingham S.,Raich G.,0
14323,Boland N.,Lowder E.,2
14324,Monteiro V.,Crawford C.,0
14325,McDougall A.,Mishler H.,0
14326,Mishler H.,McDougall A.,0
14327,Langdon E.,Lowder E.,0
14328,Lowder E.,Langdon E.,0
14329,Crawford C.,King E.,0
14330,King E.,Crawford C.,2
14331,Langdon E.,Rolader E.,0
14332,Rolader E.,Langdon E.,2
14333,Burton H.,Monteiro V.,0
14334,Scheidt E.F,Raich G.,0
14335,Monteiro V.,Burton H.,0
14336,Smith L.,Grant J.,0
14337,Gill E.,Scheidt E.F,2
14338,Raich G.,Scheidt E.F,0
14339,Cravens H.,Lafferty D.,0
14340,Lafferty D.,Cravens H.,0
14341,Albrecht K.D.,Tinsley M.F.,0
14342,Tinsley M.F.,Albrecht K.D.,1
14343,Carlin W.,King E.,2
14344,King E.,Carlin W.,1
14345,Langdon E.,Cravens H.,2
14346,Cravens H.,Langdon E.,0
14347,Burton H.,Monteiro V.,0
14348,Monteiro V.,Burton H.,0
